,Aging,Cash_Flow_Prediction_week_1,Cash_Flow_Prediction_week_2,Cash_Flow_Prediction_week_3,Cash_Flow_Prediction_week_4,Demand_Forecast,Demand_Forecast_week_1,Demand_Forecast_week_2,Demand_Forecast_week_3,Demand_Forecast_week_4,Material,Order_Quantity,Plant,Stock,Stock_Value,Material Name
3855,No Risk,5250.0,4500.0,4500.0,5250.0,30.0,8.0,7.0,7.0,8.0,70-0006356,7.0,Hyderabad East,27.0,5000.0,NEBULIZER MACHINE JAJOO-RLS202
3856,No Risk,906.0,3624.0,2718.0,1812.0,17.0,2.0,6.0,5.0,4.0,70-0006365,18.0,Hyderabad East,1.0,99660.0,ANAESTHESIA SINGLE CIRCUT DISPOS A DRAGE
3857,No Risk,1290.0,2580.0,3870.0,2580.0,12.0,2.0,3.0,4.0,3.0,70-0006373,11.0,Hyderabad East,3.0,139320.0,ANAESTHESIA SINGLE CIRCUT DISPOS P DRAGE
3861,No Risk,1467.0,1530.0,1509.0,1593.0,312.0,75.0,78.0,77.0,82.0,70-0006383,30.0,Hyderabad East,289.0,5901.0,THREE WAY EXTENCTION 10 CM- VIGGO
3862,No Risk,861.0,756.0,672.0,777.0,158.0,44.0,39.0,35.0,40.0,70-0006385,39.0,Hyderabad East,133.0,2772.0,THREE WAY EXTENCTION 100 CM- VIGGO
3896,No Risk,1092.0,1001.0,910.0,819.0,58.0,16.0,15.0,14.0,13.0,70-0006774,15.0,Hyderabad East,47.0,49504.0,VELFIX- SECURE FOLEY FIXATION
3901,No Risk,295.0,317.0,340.0,272.0,70.0,17.0,18.0,19.0,16.0,70-0006796,12.0,Hyderabad East,61.0,1211.0,LEGGINGS DISPOSABLE (PROTECTCARE) BIG
3902,No Risk,11437.0,12110.0,11437.0,11437.0,82.0,20.0,21.0,21.0,20.0,70-0006798,14.0,Hyderabad East,74.0,54493.0,LSCS DRAPE PACK -V PROTECTCARE
3912,No Risk,2808.0,2808.0,2808.0,2340.0,34.0,8.0,9.0,9.0,8.0,70-0006913,25.0,Hyderabad East,10.0,111852.0,ABDOMINAL BELT (FREE SIZE)-NEWMOM
3916,No Risk,5440.0,4760.0,5780.0,6120.0,76.0,18.0,17.0,20.0,21.0,70-0007008,5.0,Hyderabad East,74.0,163540.0,PREGELLED SURGICAL PLATES PEAD-ERBE
3918,No Risk,2204.0,1102.0,3306.0,2204.0,11.0,2.0,2.0,4.0,3.0,70-0007015,5.0,Hyderabad East,8.0,44080.0,UMBILICAL CATH 3.5 Fr SL EXPERT 8270.340
3924,No Risk,135.0,162.0,189.0,157.0,176.0,38.0,44.0,51.0,43.0,70-0007021,39.0,Hyderabad East,145.0,4248.0,NOVOFINE NEEDLE (DISPOVAN)
3925,No Risk,7252.0,3528.0,6468.0,2548.0,132.0,44.0,26.0,41.0,21.0,70-0007024,118.0,Hyderabad East,30.0,122108.0,3M EAB (10CM)
3938,No Risk,475.0,532.0,456.0,551.0,128.0,30.0,34.0,29.0,35.0,70-0007129,70.0,Hyderabad East,63.0,12445.0,HIGH PRESSURES 200CM MALE-F-BLUE(PRYAMX)
3939,No Risk,372.0,335.0,409.0,465.0,115.0,28.0,26.0,29.0,32.0,70-0007130,73.0,Hyderabad East,52.0,17822.0,HIGH PRESSURES 200 CM MALE-F-RED(PRYMAX)
3952,No Risk,17160.0,16640.0,16120.0,15340.0,266.0,69.0,68.0,66.0,63.0,70-0007233,213.0,Hyderabad East,62.0,119080.0,ALLESORB CORE TURNAROUND COVER 40x60IN
3953,No Risk,88.0,92.0,96.0,94.0,223.0,53.0,55.0,58.0,57.0,70-0007253,128.0,Hyderabad East,100.0,2468.0,CORD CLAMP-ALPHAMEDICARE
3984,No Risk,7222.0,6973.0,6475.0,6226.0,116.0,31.0,30.0,28.0,27.0,90-0000000,103.0,Hyderabad East,27.0,271367.0,BABY HEAD TO TOE BODYWASH- DASAPUSHPAM-B
4022,No Risk,37586.0,39797.0,42008.0,44219.0,800.0,185.0,195.0,205.0,215.0,90-0000039,755.0,Hyderabad East,94.0,1090669.0,BABY WIPES 72S BUTTERFLY
4501,No Risk,8242.0,8949.0,10362.0,11775.0,201.0,42.0,46.0,53.0,60.0,90-0000818,133.0,Hyderabad East,82.0,234548.0,CARTOON FLEXI THERMOMETER (YELLOW DUCK)
4518,<3 Months,21.0,41.0,31.0,21.0,93.0,18.0,30.0,25.0,20.0,10-0000005,8.0,Bangalore,99.0,814.0,BECOSULES CAPS (20 S)
4524,<3 Months,74.0,148.0,185.0,207.0,118.0,15.0,30.0,35.0,38.0,10-0000017,36.0,Bangalore,132.0,31.0,DOXY 1 LDR FORTE CAP 10 S
4545,<3 Months,2227.0,477.0,1193.0,1988.0,168.0,62.0,16.0,36.0,54.0,10-0000050,24.0,Bangalore,220.0,2112.0,SUSTEN CAPS 400 MG 10 S
4549,<3 Months,56206.0,42154.0,42154.0,56206.0,18.0,5.0,4.0,4.0,5.0,10-0000057,10.0,Bangalore,10.0,146090.0,EVAC70XTRAHPWITHINTEGRATEDCABLE-E
4565,<3 Months,383.0,459.0,383.0,459.0,31.0,7.0,8.0,7.0,9.0,10-0000088,33.0,Bangalore,0.0,5024.0,CROMAL FORTE EYE DROPS
4579,<3 Months,2437.0,2301.0,2166.0,2301.0,77.0,19.0,19.0,19.0,20.0,10-0000117,66.0,Bangalore,17.0,2757.0,OTOGESIC EAR DROPS 10 ML
4585,<3 Months,803.0,642.0,749.0,535.0,61.0,17.0,15.0,17.0,12.0,10-0000127,37.0,Bangalore,28.0,3283.0,SINAREST-AF DROPS 15 ML
4591,<3 Months,1188.0,1320.0,1056.0,1122.0,95.0,24.0,26.0,22.0,23.0,10-0000134,77.0,Bangalore,23.0,2334.0,TONOFERON DROPS 15 ML
4603,<3 Months,3548.0,3012.0,2765.0,2455.0,597.0,179.0,153.0,140.0,125.0,10-0000157,455.0,Bangalore,249.0,6421.0,DNS IV 500 ML BOTTLE
4607,<3 Months,802.0,835.0,869.0,902.0,377.0,89.0,92.0,96.0,100.0,10-0000165,225.0,Bangalore,176.0,418.0,DEXTROSE IV 25 % 100 ML BOTTLE
4608,<3 Months,376.0,423.0,470.0,517.0,58.0,13.0,14.0,15.0,16.0,10-0000168,38.0,Bangalore,26.0,1164.0,FORCAN  IV 200 MG  100 ML BOTTLE
4617,<3 Months,39.0,1305.0,1682.0,1692.0,503.0,6.0,140.0,178.0,179.0,10-0000183,140.0,Bangalore,462.0,35.0,NS IV 100 ML BOTTLE
4627,<3 Months,4285.0,4600.0,4871.0,5187.0,461.0,105.0,112.0,118.0,126.0,10-0000200,304.0,Bangalore,184.0,14495.0,RL IV 500 ML BAG
4649,<3 Months,6562.0,6926.0,6562.0,5468.0,85.0,21.0,23.0,22.0,19.0,10-0000244,27.0,Bangalore,72.0,9485.0,METASPRAY 50MCG 10 ML SPRAY
4655,<3 Months,9658.0,8723.0,7788.0,8411.0,131.0,36.0,33.0,30.0,32.0,10-0000254,64.0,Bangalore,72.0,18328.0,SOLSPRE 100 ML  NASAL SPRAY
4679,<3 Months,203.0,724.0,868.0,926.0,114.0,10.0,30.0,36.0,38.0,10-0000305,24.0,Bangalore,111.0,286.0,ARTACIL INJ 10MG 100ML
4694,<3 Months,473.0,568.0,663.0,521.0,71.0,15.0,18.0,21.0,17.0,10-0000346,9.0,Bangalore,65.0,319.0,CABOPROST INJ AMP 125 MCG 1 ML
4701,<3 Months,1662.0,1519.0,1478.0,1775.0,703.0,184.0,166.0,162.0,191.0,10-0000359,104.0,Bangalore,627.0,6665.0,CATH FLUSH INJ 10 IU 2ML
4715,<3 Months,769.0,705.0,577.0,897.0,70.0,18.0,17.0,15.0,20.0,10-0000410,25.0,Bangalore,49.0,4965.0,DEXTOMID INJ AMP 100 MCG 1 ML
4747,<3 Months,1894.0,947.0,812.0,879.0,375.0,150.0,80.0,70.0,75.0,10-0000497,187.0,Bangalore,224.0,10071.0,KETMIN INJ 2 ML
4750,<3 Months,1352.0,1126.0,901.0,1014.0,47.0,14.0,12.0,10.0,11.0,10-0000504,22.0,Bangalore,31.0,1933.0,LACOSAM INJ 10 MG 20 ML
4755,<3 Months,573.0,606.0,638.0,655.0,181.0,42.0,44.0,47.0,48.0,10-0000523,52.0,Bangalore,136.0,4257.0,LOX INJ 2 % 30 ML
4766,<3 Months,553.0,507.0,461.0,484.0,198.0,54.0,49.0,46.0,49.0,10-0000550,99.0,Bangalore,111.0,1930.0,MEZOLAM INJ 5 MG 5 ML
4781,<3 Months,354.0,403.0,462.0,521.0,208.0,43.0,48.0,55.0,62.0,10-0000592,45.0,Bangalore,189.0,942.0,NORAD INJ 2 MG 2 ML
4797,<3 Months,2736.0,2565.0,2907.0,3078.0,82.0,20.0,19.0,21.0,22.0,10-0000634,37.0,Bangalore,52.0,5450.0,PROLUTON DEPOT INJ 500 MG  2 ML
4805,<3 Months,59.0,49.0,39.0,59.0,29.0,8.0,7.0,6.0,8.0,10-0000659,9.0,Bangalore,26.0,127.0,ROSCILLIN INJ 500MG1ML
4818,<3 Months,1874.0,1940.0,2006.0,2051.0,383.0,91.0,94.0,98.0,100.0,10-0000687,221.0,Bangalore,188.0,14548.0,TAXIM INJ 1 GM
4842,<3 Months,157.0,78.0,78.0,157.0,10.0,3.0,2.0,2.0,3.0,10-0000747,9.0,Bangalore,3.0,560.0,CALADRYL LOTION 120 ML
4854,<3 Months,63.0,79.0,95.0,79.0,28.0,6.0,7.0,8.0,7.0,10-0000780,9.0,Bangalore,21.0,150.0,BETNOVATE OINT 20 GM
4871,<3 Months,717.0,717.0,896.0,896.0,25.0,5.0,6.0,7.0,7.0,10-0000812,15.0,Bangalore,13.0,1697.0,FUCIDIN-H  CREAM 15 GM
4876,<3 Months,1310.0,1275.0,1240.0,1205.0,311.0,80.0,79.0,77.0,75.0,10-0000820,119.0,Bangalore,200.0,11954.0,LOX 2% JELLY 30 GM
4877,<3 Months,2821.0,2921.0,3022.0,3123.0,132.0,31.0,33.0,33.0,35.0,10-0000821,21.0,Bangalore,129.0,4522.0,LUBIC JELLY 20 GM
4878,<3 Months,628.0,628.0,628.0,628.0,35.0,9.0,9.0,8.0,9.0,10-0000822,27.0,Bangalore,10.0,1711.0,LYCOR  CREAM 1% 15GM
4896,<3 Months,1551.0,1241.0,931.0,1241.0,24.0,7.0,6.0,5.0,6.0,10-0000854,6.0,Bangalore,20.0,4096.0,TACROZ FORTE OINT 0.1%  10 GM
4905,<3 Months,2337.0,863.0,360.0,899.0,142.0,70.0,28.0,14.0,30.0,10-0000865,109.0,Bangalore,70.0,457.0,ARG-9 SACHETS  5GM
4912,<3 Months,659.0,681.0,701.0,717.0,914.0,218.0,226.0,232.0,238.0,10-0000882,619.0,Bangalore,332.0,620.0,ELECTRAL SACHETS  4.4 GM
4924,<3 Months,4254.0,3646.0,4254.0,4861.0,39.0,9.0,9.0,10.0,11.0,10-0000906,30.0,Bangalore,17.0,27893.0,NAN PRO-1 TIN   400 GM
4925,<3 Months,598.0,0.0,0.0,598.0,6.0,2.0,1.0,1.0,2.0,10-0000907,4.0,Bangalore,4.0,2458.0,NAN PRO 2 REFIL  400 GM
4945,<3 Months,3496.0,3204.0,3350.0,3641.0,550.0,140.0,130.0,135.0,145.0,10-0000942,401.0,Bangalore,201.0,47168.0,BUDESAL RESPULES  0.5 MG 2 ML
4947,<3 Months,7786.0,8294.0,8802.0,9310.0,1110.0,255.0,270.0,285.0,300.0,10-0000944,74.0,Bangalore,1118.0,33381.0,ENTEROGERMINA RESPULES  2000 B 5 ML
4951,<3 Months,1406.0,1416.0,1421.0,1431.0,1198.0,297.0,299.0,300.0,302.0,10-0000948,1355.0,Bangalore,77.0,13491.0,LEVOLIN  RESPULES 0.63 MG 2.5 ML
5002,<3 Months,1011.0,1138.0,1011.0,1138.0,44.0,10.0,11.0,11.0,12.0,10-0001670,32.0,Bangalore,15.0,6399.0,MERSILK 3-0 NW 5003(5002)
5009,<3 Months,6193.0,5867.0,6845.0,7497.0,96.0,22.0,22.0,25.0,27.0,10-0001678,44.0,Bangalore,59.0,18389.0,MONOCRYL 3-0 NW 1326
5049,<3 Months,118.0,236.0,354.0,471.0,14.0,2.0,3.0,4.0,5.0,10-0001741,5.0,Bangalore,10.0,451.0,A TO Z SYRUP 100ML
5058,<3 Months,56.0,56.0,56.0,42.0,19.0,5.0,5.0,5.0,4.0,10-0001754,2.0,Bangalore,19.0,421.0,ASTHALIN SYRUP 100 ML
5068,<3 Months,302.0,201.0,403.0,302.0,16.0,4.0,3.0,5.0,4.0,10-0001779,5.0,Bangalore,12.0,1137.0,CALCIMAX-PLUS SYRUP 180ML
5079,<3 Months,328.0,328.0,328.0,410.0,22.0,5.0,5.0,6.0,6.0,10-0001794,9.0,Bangalore,14.0,3715.0,CITRALKA SYRUP 100ML
5091,<3 Months,14004.0,13382.0,12448.0,11826.0,186.0,50.0,48.0,45.0,43.0,10-0001824,59.0,Bangalore,145.0,143543.0,FLUVIR SYRUP 12MG 75ML
5097,<3 Months,1615.0,1679.0,1695.0,1710.0,454.0,109.0,114.0,115.0,116.0,10-0001837,179.0,Bangalore,289.0,8150.0,IBUGESIC SYRUP 100MG 60ML
5131,<3 Months,1538.0,1743.0,1538.0,1845.0,79.0,18.0,21.0,18.0,22.0,10-0001910,23.0,Bangalore,60.0,1105.0,SHELCAL SYRUP 200 ML
5132,<3 Months,1067.0,1280.0,640.0,427.0,20.0,6.0,7.0,4.0,3.0,10-0001912,6.0,Bangalore,16.0,358.0,SIMYL-MCT OIL 100 ML
5135,<3 Months,884.0,1010.0,1136.0,1262.0,84.0,18.0,20.0,22.0,24.0,10-0001917,11.0,Bangalore,81.0,265.0,SMUTH SYRUP 110 ML
5144,<3 Months,797.0,718.0,718.0,638.0,44.0,12.0,11.0,11.0,10.0,10-0001931,15.0,Bangalore,34.0,97.0,TONOFERON PAED SYRUP 100 ML
5182,<3 Months,1939.0,353.0,264.0,1586.0,550.0,240.0,60.0,50.0,200.0,10-0001993,486.0,Bangalore,181.0,431.0,BENALGIS TAB 100MG10S
5189,<3 Months,121.0,61.0,74.0,58.0,126.0,47.0,25.0,30.0,24.0,10-0002005,100.0,Bangalore,44.0,526.0,BUSCOGAST TAB 10MG10S
5192,<3 Months,802.0,641.0,481.0,401.0,38.0,12.0,11.0,8.0,7.0,10-0002008,32.0,Bangalore,10.0,1962.0,CABERLIN TAB 0.5MG 4S
5205,<3 Months,209.0,261.0,125.0,209.0,85.0,21.0,27.0,15.0,22.0,10-0002030,14.0,Bangalore,80.0,3441.0,CIPLOX-TZ TAB10S
5212,<3 Months,35.0,50.0,69.0,119.0,96.0,12.0,19.0,25.0,40.0,10-0002043,12.0,Bangalore,97.0,85.0,CYCLOPAM TAB 20MG 10S
5219,<3 Months,496.0,467.0,452.0,438.0,1430.0,380.0,360.0,350.0,340.0,10-0002059,518.0,Bangalore,971.0,138.0,DOLO TAB 650MG15S
5221,<3 Months,248.0,205.0,180.0,208.0,559.0,162.0,137.0,121.0,139.0,10-0002062,102.0,Bangalore,480.0,590.0,DOMSTAL TAB 10MG10S
5223,<3 Months,1065.0,971.0,1002.0,939.0,675.0,180.0,165.0,170.0,160.0,10-0002064,24.0,Bangalore,716.0,84.0,DOXINATE TAB 30S
5265,<3 Months,244.0,406.0,609.0,812.0,121.0,16.0,25.0,35.0,45.0,10-0002142,40.0,Bangalore,94.0,1492.0,LINOSPAN 600MG TAB10S
5269,<3 Months,2027.0,2090.0,2154.0,2217.0,2310.0,555.0,570.0,585.0,600.0,10-0002148,529.0,Bangalore,1855.0,3378.0,LIVOGEN-Z TAB15S
5273,<3 Months,138.0,152.0,111.0,97.0,440.0,120.0,130.0,100.0,90.0,10-0002154,412.0,Bangalore,91.0,608.0,LONAZEP TAB 0.25MG15S
5305,<3 Months,93.0,62.0,93.0,62.0,360.0,100.0,80.0,105.0,75.0,10-0002209,241.0,Bangalore,180.0,1.0,NEUROBION FORTE TAB  30S
5306,<3 Months,68.0,36.0,44.0,61.0,182.0,60.0,32.0,40.0,50.0,10-0002210,168.0,Bangalore,45.0,1771.0,NICARDIA RETARD TAB 10MG-(15S)
5326,<3 Months,179.0,68.0,341.0,1707.0,293.0,27.0,11.0,45.0,210.0,10-0002249,70.0,Bangalore,301.0,1260.0,OXYSPAS TAB 2.5MG10S
5331,<3 Months,637.0,577.0,517.0,557.0,755.0,195.0,190.0,180.0,190.0,10-0002264,683.0,Bangalore,99.0,1439.0,PRIMOLUT-N TAB 5MG 10S
5346,<3 Months,1380.0,986.0,1183.0,1577.0,1025.0,265.0,215.0,240.0,305.0,10-0002297,29.0,Bangalore,1048.0,3549.0,SHELCAL TAB 500MG15S
5361,<3 Months,122.0,244.0,366.0,244.0,12.0,2.0,3.0,4.0,3.0,10-0002327,12.0,Bangalore,1.0,638.0,THYRONORM 12.5MCG TAB 120BT
5368,<3 Months,432.0,540.0,504.0,432.0,66.0,16.0,18.0,17.0,15.0,10-0002336,59.0,Bangalore,27.0,4191.0,TRENAXA-MF TAB 6S
5377,<3 Months,60.0,181.0,241.0,121.0,100.0,10.0,30.0,35.0,25.0,10-0002346,15.0,Bangalore,96.0,1434.0,ULTRACET TAB15S
5428,<3 Months,1412.0,1412.0,1883.0,1883.0,18.0,4.0,4.0,5.0,5.0,10-0002995,20.0,Bangalore,0.0,7323.0,ANTI FLU CAPS 75 MG 10 S
5443,<3 Months,1778.0,1642.0,1231.0,958.0,360.0,112.0,104.0,80.0,64.0,10-0003074,263.0,Bangalore,134.0,5335.0,TAYO 60K CHEWABLE TAB 8S
5456,<3 Months,725.0,604.0,484.0,604.0,28.0,8.0,7.0,6.0,7.0,10-0003115,5.0,Bangalore,26.0,4191.0,MOXICIP DROPS 0.5% 5 ML
5462,3+ Months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0003127,56.0,Bangalore,80.0,12243.0,DNS 500ML BOTTLE-NIRLIFE
5478,<3 Months,5316.0,5547.0,5200.0,5662.0,212.0,52.0,54.0,51.0,55.0,10-0003170,85.0,Bangalore,148.0,13331.0,ICUBAC INJ 1 GM
5509,<3 Months,369.0,369.0,369.0,369.0,24.0,5.0,6.0,6.0,7.0,10-0003429,7.0,Bangalore,18.0,1749.0,MERSILK 2-0 NW 5036
5514,<3 Months,1511.0,1310.0,1411.0,1814.0,78.0,19.0,18.0,18.0,23.0,10-0003462,9.0,Bangalore,76.0,3088.0,LIZOMAC-DS SYRUP 100MG 30ML
5518,<3 Months,2238.0,2653.0,3095.0,3592.0,466.0,92.0,107.0,124.0,143.0,10-0003476,394.0,Bangalore,112.0,7255.0,EMESET SYRUP 2MG 30ML
5572,<3 Months,3268.0,3354.0,3182.0,3268.0,800.0,200.0,205.0,195.0,200.0,10-0003914,566.0,Bangalore,301.0,2021.0,NEXPRO JUNIOR SACHET 10MG 1GM
5578,<3 Months,140.0,186.0,209.0,233.0,41.0,8.0,10.0,11.0,12.0,10-0003946,8.0,Bangalore,40.0,465.0,GERBISA ADULT SUPPOSITORIES  10 MG 5S
5612,<3 Months,325.0,282.0,229.0,182.0,361.0,112.0,99.0,83.0,67.0,10-0004066,133.0,Bangalore,254.0,134.0,EMESET TAB 4MG10S
5620,<3 Months,143.0,172.0,143.0,172.0,30.0,7.0,8.0,7.0,8.0,10-0004094,30.0,Bangalore,2.0,508.0,BIOTREXATE INJ AMP 15 MG 3 ML
5623,<3 Months,2110.0,2254.0,2398.0,2302.0,1225.0,290.0,305.0,320.0,310.0,10-0004134,418.0,Bangalore,892.0,2490.0,MCBM 69 TAB15S
5624,<3 Months,4080.0,4760.0,5440.0,4760.0,32.0,7.0,8.0,9.0,8.0,10-0004137,22.0,Bangalore,13.0,3324.0,DISPOSABLE TRANSDUCER DOMES REF # MX9505
5632,<3 Months,1491.0,1789.0,2088.0,2386.0,320.0,65.0,75.0,85.0,95.0,10-0004194,163.0,Bangalore,249.0,5265.0,RENODAPT 500MG TAB10S
5646,<3 Months,1684.0,1924.0,1684.0,1443.0,36.0,9.0,10.0,9.0,8.0,10-0004237,1.0,Bangalore,39.0,9164.0,DROTIN -DS SYRUP 20MG 30ML
5657,<3 Months,2732.0,1366.0,3188.0,2277.0,27.0,7.0,5.0,8.0,7.0,10-0004348,2.0,Bangalore,28.0,2526.0,CYSTOSCOPY PACK -2315
5697,<3 Months,1758.0,1319.0,1319.0,1319.0,17.0,5.0,4.0,4.0,4.0,10-0004636,12.0,Bangalore,6.0,4125.0,PICON  CREAM 1% 10 GM
5728,<3 Months,938.0,1037.0,1197.0,738.0,230.0,55.0,60.0,70.0,45.0,10-0004838,17.0,Bangalore,250.0,3765.0,LETROZ TAB 2.5MG5S
5755,<3 Months,0.0,1024.0,1664.0,1280.0,44.0,1.0,12.0,17.0,14.0,10-0004929,1.0,Bangalore,50.0,4500.0,KEYTONE STRIPS - (ABBOTT)
5774,<3 Months,322.0,252.0,294.0,308.0,102.0,27.0,22.0,26.0,27.0,10-0005042,2.0,Bangalore,115.0,1221.0,NS 100 ML GLASS BOTTLE
5777,<3 Months,406.0,619.0,773.0,483.0,135.0,24.0,37.0,45.0,29.0,10-0005062,62.0,Bangalore,126.0,344.0,MOVICOL -PED SACHETS 6.85GM
5794,<3 Months,6232.0,5194.0,4155.0,3116.0,44.0,14.0,12.0,10.0,8.0,10-0005101,25.0,Bangalore,24.0,11579.0,MINOR ORTHO DRAPE
5800,<3 Months,1079.0,1841.0,1143.0,1016.0,98.0,24.0,33.0,21.0,20.0,10-0005113,41.0,Bangalore,63.0,2928.0,CYCLOPAM SYRUP 60 ML
5832,<3 Months,628.0,589.0,549.0,510.0,124.0,34.0,32.0,30.0,28.0,10-0005240,76.0,Bangalore,66.0,1596.0,NEOPRATE INJ VIAL 100 MG 5 ML
5836,<3 Months,2503.0,2002.0,1668.0,2169.0,770.0,220.0,190.0,160.0,200.0,10-0005273,498.0,Bangalore,325.0,8015.0,OXYSPAS TAB 5MG10S
5850,<3 Months,229.0,262.0,294.0,229.0,43.0,9.0,11.0,13.0,10.0,10-0005374,8.0,Bangalore,42.0,2239.0,CAUTERY TIP CLEANER
5853,<3 Months,901.0,811.0,901.0,811.0,46.0,12.0,11.0,12.0,11.0,10-0005378,5.0,Bangalore,43.0,4589.0,TOBA EYE DROPS 0.3% 5 ML
5877,<3 Months,3522.0,3408.0,3295.0,3181.0,690.0,180.0,175.0,170.0,165.0,10-0005541,522.0,Bangalore,219.0,22674.0,RL 500 ML CLOSED SYSTEM
5890,<3 Months,238.0,476.0,476.0,238.0,12.0,2.0,3.0,4.0,3.0,10-0005875,1.0,Bangalore,12.0,508.0,BABY MASK
5894,<3 Months,90.0,70.0,70.0,80.0,40.0,11.0,10.0,9.0,10.0,10-0005893,31.0,Bangalore,13.0,638.0,COLGATE SUPER FLEX BRUSH
5928,<3 Months,834.0,966.0,1010.0,1097.0,5450.0,1200.0,1350.0,1400.0,1500.0,10-0005974,1215.0,Bangalore,4515.0,3985.0,BAND AID ROUND (J&J)
5942,<3 Months,346.0,359.0,371.0,384.0,142.0,34.0,35.0,36.0,37.0,10-0006034,12.0,Bangalore,138.0,1397.0,OMNIKACIN INJ 100MG2ML
5981,<3 Months,17670.0,16848.0,16437.0,17259.0,186.0,48.0,46.0,45.0,47.0,10-0006180,58.0,Bangalore,135.0,34153.0,JEEV 3MCG VACCPFS0.5ML
5997,<3 Months,699.0,544.0,466.0,389.0,31.0,10.0,8.0,7.0,6.0,10-0006263,31.0,Bangalore,4.0,2258.0,AZITHRAL-XL PAED SYRUP 200MG 30ML
6007,<3 Months,265.0,265.0,529.0,529.0,8.0,1.0,1.0,3.0,3.0,10-0006338,8.0,Bangalore,1.0,2116.0,FEEDING BOTTLE125ML(AVENT)SCF690 10
6014,<3 Months,1389.0,1263.0,1136.0,1010.0,46.0,13.0,12.0,11.0,10.0,10-0006380,3.0,Bangalore,48.0,10010.0,DINOST GEL 0.5MG 3GM
6019,<3 Months,1219.0,2032.0,2845.0,2439.0,30.0,4.0,7.0,10.0,9.0,10-0006397,15.0,Bangalore,19.0,13153.0,MONUROL GRANULES SACHET 3 GM
6073,<3 Months,15615.0,15326.0,14555.0,15326.0,3415.0,870.0,860.0,820.0,865.0,10-0006694,868.0,Bangalore,2771.0,16350.0,SHELCAL XT TAB15S
6080,<3 Months,19099.0,20078.0,19588.0,21057.0,180.0,42.0,45.0,45.0,48.0,10-0006768,54.0,Bangalore,131.0,48440.0,ROTASIIL ORALVACC2.5ML
6094,<3 Months,1503.0,1002.0,501.0,835.0,35.0,12.0,9.0,6.0,8.0,10-0006896,13.0,Bangalore,26.0,2623.0,Enclex 60 mg Inj
6115,<3 Months,799.0,725.0,632.0,874.0,175.0,46.0,42.0,37.0,50.0,10-0006990,3.0,Bangalore,185.0,1201.0,BE TD VACCINE 0.5 ML
6119,<3 Months,1040.0,1144.0,957.0,832.0,241.0,62.0,69.0,59.0,51.0,10-0007023,119.0,Bangalore,142.0,5228.0,EPICETAM INJ 500MG5ML
6136,<3 Months,151.0,75.0,0.0,0.0,55.0,20.0,15.0,10.0,10.0,10-0007104,28.0,Bangalore,31.0,1174.0,CANDITRAL CAPS 200 MG  10 S
6146,<3 Months,185.0,124.0,62.0,62.0,11.0,4.0,3.0,2.0,2.0,10-0007187,1.0,Bangalore,15.0,1082.0,OFLOMAC-M FORTE SYRUP 30 ML
6236,<3 Months,149.0,112.0,112.0,74.0,80.0,25.0,20.0,20.0,15.0,10-0007761,13.0,Bangalore,90.0,1599.0,FOLITRAX TAB 10MG10S
6250,<3 Months,7542.0,6502.0,5721.0,4681.0,119.0,35.0,32.0,28.0,24.0,10-0007849,49.0,Bangalore,77.0,2784.0,METATOP 50 MCG 120 MDI NASAL SPRAY
6276,<3 Months,315.0,629.0,315.0,629.0,10.0,2.0,3.0,2.0,3.0,10-0007972,2.0,Bangalore,10.0,2341.0,THREPTIN LITE BISCUIT
6289,<3 Months,1283.0,1230.0,1203.0,1176.0,219.0,57.0,55.0,54.0,53.0,10-0008019,18.0,Bangalore,205.0,2467.0,ULTRA D3 400 IU DROPS 15 ML
6327,<3 Months,4937.0,5336.0,5672.0,6072.0,1163.0,262.0,282.0,299.0,320.0,10-0008247,813.0,Bangalore,405.0,2110.0,AEQUIMOL IV 100 ML BOTTLE
6367,<3 Months,6132.0,5904.0,5753.0,5626.0,2048.0,533.0,515.0,505.0,495.0,10-0008518,960.0,Bangalore,1119.0,5847.0,UNDER PADS10S 60X90 MATTEY PRO(ROMSONS)
6382,<3 Months,68.0,113.0,113.0,0.0,47.0,12.0,15.0,15.0,5.0,10-0008585,59.0,Bangalore,6.0,2167.0,Tolpa D Tab
6399,<3 Months,3015.0,2320.0,1624.0,2784.0,58.0,17.0,14.0,11.0,16.0,10-0008700,42.0,Bangalore,19.0,13421.0,DROTIN DS SUSPENSION 60ML
6407,<3 Months,0.0,0.0,155.0,233.0,60.0,5.0,5.0,20.0,30.0,10-0008793,12.0,Bangalore,62.0,2986.0,MONTAIR FX TAB 15S
6415,<3 Months,80.0,322.0,161.0,482.0,19.0,2.0,6.0,3.0,8.0,10-0008833,11.0,Bangalore,11.0,1472.0,KIDODENT 75GM GEL
6430,<3 Months,575.0,287.0,431.0,862.0,19.0,5.0,3.0,4.0,7.0,10-0008928,1.0,Bangalore,22.0,890.0,NEOSPORIN SKIN OINTMENT 30GM
6441,<3 Months,4318.0,4212.0,4107.0,4002.0,890.0,230.0,225.0,220.0,215.0,10-0009037,581.0,Bangalore,349.0,49560.0,CEFBACT INJ 1GM
6461,<3 Months,84.0,56.0,56.0,28.0,12.0,4.0,3.0,3.0,2.0,10-0009187,5.0,Bangalore,9.0,320.0,MEGNESIUM SULPHATE PASTE 100GM
